Offence;Region / City;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Theft from conveyances;Hvidovre;617;437;512;548;345;395;330;362;215;298;484;411;263;226
Theft from conveyances;Høje-Taastrup;580;456;380;377;257;268;198;235;165;250;379;317;161;115
Theft from conveyances;Ishøj;228;437;249;175;253;175;129;93;97;163;188;104;78;72
Theft from conveyances;Lyngby-Taarbæk;364;429;404;440;345;398;279;320;310;309;461;534;417;219
Theft from conveyances;Rødovre;344;324;302;292;211;232;168;192;149;213;304;283;193;211
Theft from conveyances;Vallensbæk;171;182;128;139;108;115;71;54;68;84;117;126;63;45
Theft from conveyances;Allerød;183;158;105;131;61;84;46;54;65;81;67;84;68;45
Theft from conveyances;Egedal;407;285;371;481;138;178;137;161;126;142;170;112;107;82
Theft from conveyances;Fredensborg;334;233;346;270;165;255;177;161;172;185;221;170;110;53
Theft from conveyances;Frederikssund;341;298;296;254;139;183;128;138;116;199;142;162;133;112
Theft from conveyances;Furesø;289;211;264;300;187;143;74;115;145;79;151;144;136;69
Theft from conveyances;Gribskov;137;151;194;149;127;117;91;123;122;138;187;209;151;148
Theft from conveyances;Halsnæs;93;171;189;163;112;138;85;53;39;103;132;83;115;95
Theft from conveyances;Helsingør;1139;918;752;460;294;289;195;171;200;207;282;247;189;198
Theft from conveyances;Hillerød;227;382;350;280;191;165;108;112;160;227;195;177;136;116
Theft from conveyances;Hørsholm;253;153;209;172;166;179;133;182;225;261;240;181;164;68
Theft from conveyances;Rudersdal;342;263;431;381;349;414;210;262;282;296;439;346;399;174
Theft from conveyances;Bornholm;68;68;63;38;35;46;35;24;19;16;17;11;11;25
Theft from conveyances;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Theft from conveyances;Greve;628;621;575;577;434;388;421;240;216;272;462;383;213;119
Theft from conveyances;Køge;495;565;601;525;388;261;211;203;190;238;408;299;187;149
Theft from conveyances;Lejre;142;278;136;183;87;88;70;69;77;107;90;126;43;40
Theft from conveyances;Roskilde;480;641;574;400;406;336;218;199;208;261;365;367;215;195
Theft from conveyances;Solrød;222;340;198;282;158;134;108;68;79;90;180;121;115;87
Theft from conveyances;Faxe;291;310;250;365;195;150;118;123;143;126;189;165;119;125
Theft from conveyances;Guldborgsund;599;381;308;298;302;207;171;172;175;192;189;186;199;159
Theft from conveyances;Holbæk;368;472;451;479;357;379;314;242;196;198;315;254;175;101
Theft from conveyances;Kalundborg;200;241;271;284;201;229;154;165;166;141;130;102;94;57
Theft from conveyances;Lolland;335;242;199;215;160;96;106;116;113;133;97;153;82;77
Theft from conveyances;Næstved;481;463;413;460;272;250;214;232;230;330;405;311;213;202
Theft from conveyances;Odsherred;108;125;138;195;111;118;88;77;48;107;142;119;70;58
Theft from conveyances;Ringsted;255;261;286;215;146;148;97;98;161;153;182;197;71;79
Theft from conveyances;Slagelse;663;546;537;546;452;462;376;288;293;359;370;340;234;193
Theft from conveyances;Sorø;213;203;133;243;143;154;125;138;143;118;176;136;63;57
Theft from conveyances;Stevns;78;75;87;87;64;59;62;44;49;54;51;53;30;60
Theft from conveyances;Vordingborg;395;452;274;228;228;133;143;124;181;179;208;192;111;78
Theft from conveyances;Assens;328;303;268;239;191;145;103;98;80;67;112;64;98;100
Theft from conveyances;Faaborg-Midtfyn;140;203;236;235;227;176;139;118;116;69;139;60;53;101
Theft from conveyances;Kerteminde;143;88;105;152;132;79;65;29;71;38;62;42;38;44
Theft from conveyances;Langeland;33;36;50;60;50;45;20;15;21;9;14;12;10;14
Theft from conveyances;Middelfart;326;323;317;256;312;199;149;205;99;72;141;125;127;110
Theft from conveyances;Nordfyns;132;160;191;99;145;119;73;70;39;25;53;41;29;35
Theft from conveyances;Nyborg;136;165;196;137;151;112;71;93;100;66;78;89;64;80
Theft from conveyances;Odense;2363;1657;1375;1161;1253;925;1111;866;843;607;565;671;530;578
Theft from conveyances;Svendborg;184;209;243;223;239;221;150;109;105;73;130;99;121;138
Theft from conveyances;Ærø;7;14;2;1;5;5;3;6;5;2;9;1;0;4
Theft from conveyances;Billund;156;272;363;303;313;265;189;151;94;114;94;105;120;68
Theft from conveyances;Esbjerg;911;838;762;963;683;394;338;289;268;271;237;213;225;340
Theft from conveyances;Fanø;5;3;6;5;0;3;0;2;2;2;1;2;2;4
Theft from conveyances;Fredericia;554;492;435;476;419;208;224;241;125;117;158;111;101;94
Theft from conveyances;Haderslev;523;548;394;506;374;244;274;239;171;107;132;109;81;88
Theft from conveyances;Kolding;1300;1106;1386;1015;921;733;595;694;565;580;592;412;344;193
Theft from conveyances;Sønderborg;610;596;546;552;457;256;328;270;179;182;179;99;101;71
Theft from conveyances;Tønder;310;220;272;224;248;149;95;84;32;49;42;60;38;34
Theft from conveyances;Varde;313;377;311;372;235;190;156;156;121;73;92;140;79;83
Theft from conveyances;Vejen;416;358;315;321;229;209;149;122;85;85;72;52;64;41
Theft from conveyances;Vejle;1106;1171;1409;993;967;647;515;435;359;337;368;264;266;344
Theft from conveyances;Aabenraa;841;608;468;359;387;333;290;347;161;169;158;180;139;106
Theft from conveyances;Favrskov;316;242;205;283;219;125;143;97;102;53;84;122;193;136
Theft from conveyances;Hedensted;247;278;286;281;221;135;127;83;49;40;62;47;78;60
Theft from conveyances;Horsens;622;717;613;601;468;311;304;232;265;167;200;134;220;205
Theft from conveyances;Norddjurs;182;214;126;152;149;83;61;65;56;46;48;55;56;40
Theft from conveyances;Odder;81;100;102;113;121;97;73;53;38;43;54;31;27;19
Theft from conveyances;Randers;966;819;760;647;609;400;364;331;395;283;257;402;208;219
Theft from conveyances;Samsø;3;6;3;4;4;5;3;4;1;4;2;9;2;4
Theft from conveyances;Silkeborg;553;638;454;551;364;348;200;188;167;161;175;174;152;141
Theft from conveyances;Skanderborg;485;449;404;379;270;319;242;150;106;116;158;154;188;158
Theft from conveyances;Syddjurs;232;316;232;266;238;150;169;82;87;59;88;78;68;61
Theft from conveyances;Aarhus;4315;3342;3325;3820;4205;3347;3513;3254;3279;2670;2494;3669;2692;1857
Theft from conveyances;Herning;398;563;557;596;492;306;187;171;141;172;176;206;176;134
Theft from conveyances;Holstebro;307;203;190;228;187;151;78;126;113;92;133;159;70;108
Theft from conveyances;Ikast-Brande;294;399;269;316;161;103;119;94;38;44;72;90;107;49
Theft from conveyances;Lemvig;59;37;39;57;54;51;19;10;20;11;15;27;16;19
Theft from conveyances;Ringkøbing-Skjern;274;294;264;337;239;176;122;121;95;78;114;145;77;96
Theft from conveyances;Skive;245;219;212;209;214;95;114;83;73;50;76;48;46;68
Theft from conveyances;Struer;87;122;98;93;61;47;36;24;23;50;37;26;21;47
Theft from conveyances;Viborg;526;443;354;698;416;189;184;181;147;133;166;115;130;160
Theft from conveyances;Brønderslev;223;126;84;225;128;89;97;55;32;50;50;55;31;36
Theft from conveyances;Frederikshavn;335;332;255;216;291;144;115;95;112;131;241;108;130;72
Theft from conveyances;Hjørring;267;332;230;205;219;125;123;77;88;106;168;78;82;69
Theft from conveyances;Jammerbugt;151;106;118;141;161;111;58;39;23;34;65;66;58;48
Theft from conveyances;Læsø;2;1;0;1;1;0;1;0;4;1;0;0;0;0
Theft from conveyances;Mariagerfjord;262;278;292;275;204;190;118;155;114;92;50;110;74;64
Theft from conveyances;Morsø;83;91;56;53;65;37;36;29;26;34;24;21;22;15
Theft from conveyances;Rebild;158;118;105;174;104;157;87;60;43;40;41;56;31;44
Theft from conveyances;Thisted;161;151;133;133;152;74;80;79;62;95;80;98;49;45
Theft from conveyances;Vesthimmerlands;250;269;161;309;183;90;116;74;47;46;45;63;73;73
Theft from conveyances;Aalborg;1460;1175;1140;1116;973;815;762;712;410;341;503;408;308;262
Theft from conveyances;Unknown municipality;163;102;123;132;103;75;64;59;53;61;53;76;89;45
Shoplifting, etc.;Copenhagen;3407;3917;4171;5017;5439;4962;4589;4754;3803;4449;3984;4158;3508;3875
Shoplifting, etc.;Frederiksberg;390;510;466;436;439;527;457;507;341;325;439;367;405;480
Shoplifting, etc.;Dragør;4;10;10;15;5;14;9;1;5;9;6;4;5;6
Shoplifting, etc.;Tårnby;259;489;489;517;460;385;320;247;517;469;587;596;518;173
Shoplifting, etc.;Albertslund;85;116;107;124;105;99;62;108;75;105;140;110;120;123
Shoplifting, etc.;Ballerup;173;211;203;275;184;156;166;138;101;110;142;123;172;162
Shoplifting, etc.;Brøndby;43;39;44;74;59;107;96;96;101;79;72;99;72;103
Shoplifting, etc.;Gentofte;140;152;154;88;133;122;142;223;329;323;325;143;99;114
Shoplifting, etc.;Gladsaxe;189;136;168;249;191;139;149;145;98;93;110;146;94;133
Shoplifting, etc.;Glostrup;191;234;229;218;198;183;190;235;194;193;130;201;149;118
Shoplifting, etc.;Herlev;95;82;122;207;135;158;95;105;67;124;167;189;139;147
Shoplifting, etc.;Hvidovre;155;178;144;220;192;205;116;125;169;150;114;177;153;154
Shoplifting, etc.;Høje-Taastrup;231;249;232;222;166;138;208;306;295;224;260;292;249;227
Shoplifting, etc.;Ishøj;113;158;185;128;170;206;210;220;194;188;222;221;191;208
Shoplifting, etc.;Lyngby-Taarbæk;551;495;402;428;347;423;416;460;603;443;460;454;344;344
Shoplifting, etc.;Rødovre;310;283;230;249;209;248;214;236;248;205;272;280;275;267
Shoplifting, etc.;Vallensbæk;15;19;41;20;25;33;28;32;9;15;11;20;31;30
Shoplifting, etc.;Allerød;34;44;39;57;44;80;71;84;66;122;68;59;18;52
Shoplifting, etc.;Egedal;32;61;53;59;43;59;78;52;41;42;51;34;42;54
Shoplifting, etc.;Fredensborg;34;42;38;58;31;64;73;155;172;84;104;66;48;44
Shoplifting, etc.;Frederikssund;78;108;121;107;118;147;153;117;218;154;220;70;64;74
Shoplifting, etc.;Furesø;34;52;77;116;79;49;52;65;88;56;80;73;50;38
Shoplifting, etc.;Gribskov;32;44;66;58;38;68;85;76;113;72;130;49;36;19
Shoplifting, etc.;Halsnæs;54;59;98;160;239;194;185;151;106;111;123;46;32;31
Shoplifting, etc.;Helsingør;305;316;274;289;273;283;292;266;227;229;342;171;201;267
Shoplifting, etc.;Hillerød;195;186;252;219;153;272;298;229;254;198;217;194;200;173
Shoplifting, etc.;Hørsholm;53;31;39;63;62;31;42;15;80;40;71;26;87;47
Shoplifting, etc.;Rudersdal;65;92;120;79;89;81;78;89;128;97;102;81;84;99
Shoplifting, etc.;Bornholm;68;89;100;106;87;57;57;54;80;80;74;85;34;45
Shoplifting, etc.;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Shoplifting, etc.;Greve;121;183;246;221;236;247;222;238;240;169;212;183;146;185
Shoplifting, etc.;Køge;147;133;186;155;148;181;172;175;172;124;118;133;98;111
Shoplifting, etc.;Lejre;10;33;26;25;42;52;30;28;22;23;16;13;23;26
Shoplifting, etc.;Roskilde;257;303;305;299;337;359;459;418;328;310;236;287;333;271
Shoplifting, etc.;Solrød;19;45;30;21;15;22;56;18;31;30;33;25;25;21
Shoplifting, etc.;Faxe;45;63;63;56;70;27;40;46;88;86;57;61;39;41
Shoplifting, etc.;Guldborgsund;166;128;116;144;120;155;154;215;167;147;118;108;143;144
Shoplifting, etc.;Holbæk;185;170;190;188;191;199;213;213;151;204;139;86;114;153
Shoplifting, etc.;Kalundborg;97;76;84;91;62;77;85;94;67;74;66;39;29;55
Shoplifting, etc.;Lolland;111;74;93;140;116;111;110;79;67;80;96;84;62;79
Shoplifting, etc.;Næstved;309;239;298;286;281;234;262;287;339;281;162;170;215;205
Shoplifting, etc.;Odsherred;42;63;92;63;64;57;72;53;53;45;56;33;60;41
Shoplifting, etc.;Ringsted;79;80;70;110;109;86;82;120;125;97;85;110;77;109
Shoplifting, etc.;Slagelse;291;334;250;300;307;313;286;315;273;261;240;220;290;285
Shoplifting, etc.;Sorø;48;55;47;43;28;37;31;50;38;57;58;29;22;33
Shoplifting, etc.;Stevns;15;6;10;14;7;17;13;16;11;13;12;11;7;20
Shoplifting, etc.;Vordingborg;113;125;95;83;114;84;71;146;120;57;52;60;67;61
Shoplifting, etc.;Assens;34;56;41;63;61;35;37;37;33;19;11;11;22;31
Shoplifting, etc.;Faaborg-Midtfyn;50;52;50;54;46;63;58;55;44;48;48;39;36;27
Shoplifting, etc.;Kerteminde;26;18;45;41;27;26;31;20;32;21;27;26;11;18
Shoplifting, etc.;Langeland;14;22;24;12;19;25;27;18;16;21;11;8;5;12
Shoplifting, etc.;Middelfart;62;59;61;45;48;85;62;42;41;52;46;40;37;37
Shoplifting, etc.;Nordfyns;31;28;48;37;60;33;32;44;35;43;24;15;33;31
Shoplifting, etc.;Nyborg;67;85;71;66;64;40;94;75;67;58;40;43;31;48
Shoplifting, etc.;Odense;1199;1073;1161;1232;1276;1301;1212;1349;999;957;921;888;851;959
Shoplifting, etc.;Svendborg;218;182;195;199;147;132;212;220;158;181;107;79;122;84
Shoplifting, etc.;Ærø;3;5;5;2;8;8;4;1;1;9;8;0;0;1
Shoplifting, etc.;Billund;50;41;33;26;30;58;43;36;33;29;25;25;21;54
Shoplifting, etc.;Esbjerg;343;498;510;389;449;449;306;389;391;347;373;437;626;487
Shoplifting, etc.;Fanø;2;8;4;6;7;7;2;7;3;1;8;5;2;4
Shoplifting, etc.;Fredericia;137;165;165;139;116;170;159;185;127;174;143;199;184;144
Shoplifting, etc.;Haderslev;151;136;122;94;95;109;128;108;125;144;88;107;103;97
Shoplifting, etc.;Kolding;390;396;453;383;412;338;343;349;356;287;248;320;260;322
Shoplifting, etc.;Sønderborg;175;201;142;216;154;193;225;172;162;161;219;150;160;181
Shoplifting, etc.;Tønder;74;72;60;49;29;47;60;47;47;32;45;34;57;53
Shoplifting, etc.;Varde;115;91;85;68;82;88;64;83;70;56;58;61;62;54
Shoplifting, etc.;Vejen;52;37;43;50;49;65;74;50;40;51;32;38;47;58
Shoplifting, etc.;Vejle;277;336;350;493;424;410;376;431;427;315;361;266;300;236
Shoplifting, etc.;Aabenraa;132;141;153;127;131;135;109;142;95;99;96;135;124;80
Shoplifting, etc.;Favrskov;47;62;53;47;29;28;42;26;72;53;39;47;38;29
Shoplifting, etc.;Hedensted;31;19;45;41;44;53;34;29;52;62;42;33;26;49
Shoplifting, etc.;Horsens;268;248;325;385;387;394;276;264;302;300;334;426;322;282
Shoplifting, etc.;Norddjurs;62;63;56;56;55;80;65;43;66;63;39;54;54;64
Shoplifting, etc.;Odder;21;13;18;32;30;33;23;25;23;11;16;30;32;21
Shoplifting, etc.;Randers;280;320;324;291;276;392;370;292;256;333;246;238;323;301
Shoplifting, etc.;Samsø;3;5;1;0;1;1;0;2;3;5;0;1;0;7
Shoplifting, etc.;Silkeborg;160;239;229;174;181;215;168;207;158;173;196;152;131;116
Shoplifting, etc.;Skanderborg;80;67;73;66;80;70;88;61;68;116;45;61;51;39
Shoplifting, etc.;Syddjurs;31;35;40;57;50;58;72;72;64;30;22;34;35;46
Shoplifting, etc.;Aarhus;1567;1771;1819;1650;1611;1835;1885;1827;1565;1439;1354;1598;1524;1601
Shoplifting, etc.;Herning;224;297;369;223;179;216;189;179;330;248;259;298;248;224
Shoplifting, etc.;Holstebro;98;136;172;182;148;187;139;160;135;119;153;151;137;123
Shoplifting, etc.;Ikast-Brande;45;63;68;65;68;71;53;48;64;47;56;88;44;61
Shoplifting, etc.;Lemvig;16;37;11;6;14;21;25;10;14;13;8;4;8;8
Shoplifting, etc.;Ringkøbing-Skjern;59;76;67;84;58;90;54;62;55;59;51;47;50;40
Shoplifting, etc.;Skive;92;125;98;62;92;104;58;67;64;58;72;64;57;66
Shoplifting, etc.;Struer;27;36;41;18;32;21;30;22;33;40;26;6;15;24
Shoplifting, etc.;Viborg;196;239;225;193;187;213;200;233;139;200;207;174;230;236
Shoplifting, etc.;Brønderslev;41;42;29;68;49;49;45;46;49;56;78;83;57;51
Shoplifting, etc.;Frederikshavn;137;135;174;105;131;134;123;106;99;86;146;117;101;64
Shoplifting, etc.;Hjørring;153;131;133;126;146;168;129;150;166;158;160;150;105;90
Shoplifting, etc.;Jammerbugt;36;43;41;45;24;32;44;44;44;45;37;28;25;17
Shoplifting, etc.;Læsø;0;0;1;0;1;2;0;2;0;0;0;1;2;0
Shoplifting, etc.;Mariagerfjord;65;76;83;107;97;71;67;80;65;62;48;57;46;57
Shoplifting, etc.;Morsø;25;22;27;30;37;38;31;26;26;31;34;39;32;24
Shoplifting, etc.;Rebild;23;14;12;10;18;11;9;16;18;27;8;8;12;9
Shoplifting, etc.;Thisted;86;60;92;56;70;92;111;67;79;103;52;85;54;45
Shoplifting, etc.;Vesthimmerlands;49;43;65;39;25;57;56;52;57;43;60;52;39;43
Shoplifting, etc.;Aalborg;919;881;1040;791;820;845;952;1064;969;967;864;903;800;791
Shoplifting, etc.;Unknown municipality;59;55;43;49;71;69;90;116;42;39;34;46;27;39
Other kinds of theft;Copenhagen;26740;30008;28793;30006;36206;38813;39689;33978;30935;38557;34544;25106;23196;13025
Other kinds of theft;Frederiksberg;1949;2118;2134;2557;3203;3460;3286;2802;2524;2787;2612;1801;1636;1218
Other kinds of theft;Dragør;90;130;117;169;153;180;167;135;106;115;96;76;85;73
Other kinds of theft;Tårnby;1470;1476;1530;1692;1676;1872;1893;1741;1633;1614;1560;1228;1170;656
Other kinds of theft;Albertslund;514;587;689;667;596;558;547;468;535;500;399;252;273;266
Other kinds of theft;Ballerup;923;972;1065;1269;1288;1304;1188;956;913;914;1034;588;438;434
Other kinds of theft;Brøndby;903;1071;1076;965;878;872;949;1050;926;835;857;776;452;389
Other kinds of theft;Gentofte;1474;1427;1371;1365;1473;1722;1627;1506;1328;1261;1132;1051;740;566
Other kinds of theft;Gladsaxe;952;1145;1127;1129;1099;1293;1236;1247;1157;1046;824;609;569;495
Other kinds of theft;Glostrup;622;645;731;686;562;704;646;644;686;598;519;360;312;257
Other kinds of theft;Herlev;651;660;601;700;655;742;721;648;563;519;526;434;382;326
Other kinds of theft;Hvidovre;998;1176;1365;1405;1069;1162;1365;1188;1006;901;983;599;552;487
Other kinds of theft;Høje-Taastrup;936;1216;1141;1131;1009;1142;1249;1114;1071;1043;916;586;552;422
Other kinds of theft;Ishøj;533;654;601;707;562;530;521;512;458;395;336;258;252;196
Other kinds of theft;Lyngby-Taarbæk;1468;1548;1161;1315;1291;1551;1534;1590;1349;1124;943;862;609;479
Other kinds of theft;Rødovre;831;867;856;1047;1001;1123;1011;887;910;745;704;475;424;391
Other kinds of theft;Vallensbæk;144;233;254;220;183;192;221;184;140;139;144;82;114;70
Other kinds of theft;Allerød;230;278;289;341;369;443;445;323;261;300;242;185;137;133
Other kinds of theft;Egedal;360;462;425;508;417;395;536;440;494;362;287;214;232;184
Other kinds of theft;Fredensborg;397;453;498;532;545;633;744;669;515;364;327;243;192;172
Other kinds of theft;Frederikssund;585;682;612;689;670;695;846;781;720;553;498;377;382;345
Other kinds of theft;Furesø;469;497;552;588;527;616;662;590;495;498;317;282;288;217
Other kinds of theft;Gribskov;358;413;515;598;590;652;573;664;528;422;391;328;311;243
Other kinds of theft;Halsnæs;338;468;473;495;518;541;528;467;401;375;373;234;285;230
Other kinds of theft;Helsingør;1230;1404;1348;1463;1381;1365;1460;1285;1070;1034;894;637;588;467
Other kinds of theft;Hillerød;683;796;783;905;1099;1168;1161;1018;857;916;797;724;659;499
Other kinds of theft;Hørsholm;331;375;368;393;366;402;477;495;428;373;265;187;170;159
Other kinds of theft;Rudersdal;746;772;852;764;784;833;813;904;803;617;583;457;410;361
Other kinds of theft;Bornholm;385;405;337;298;304;367;356;283;282;258;259;168;155;124
Other kinds of theft;Christiansø;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Other kinds of theft;Greve;736;1142;1286;1408;998;988;977;885;844;737;577;467;395;330
Other kinds of theft;Køge;911;1376;1303;1513;1754;1589;1650;1499;1133;1166;1025;682;678;731
Other kinds of theft;Lejre;202;231;297;320;339;296;262;282;189;157;177;137;100;98
Other kinds of theft;Roskilde;2205;2707;2988;3097;3176;3229;3222;2561;2795;2353;2135;1797;1605;654
Other kinds of theft;Solrød;202;313;397;390;254;331;314;333;315;206;219;205;170;135
Other kinds of theft;Faxe;353;511;483;561;575;420;520;454;427;365;282;243;184;179
Other kinds of theft;Guldborgsund;1017;1144;1160;1063;1146;1047;1240;1015;920;825;684;524;527;417
Other kinds of theft;Holbæk;993;1294;1302;1298;1198;1213;1250;1190;892;803;823;638;605;457
Other kinds of theft;Kalundborg;724;815;757;834;780;709;760;717;572;596;511;322;322;268
Other kinds of theft;Lolland;730;905;950;909;838;766;793;767;698;651;609;472;413;357
Other kinds of theft;Næstved;1307;1572;1364;1479;1683;1356;1556;1395;1249;1163;1116;795;643;558
Other kinds of theft;Odsherred;391;453;571;511;580;543;624;577;433;408;498;417;310;240
Other kinds of theft;Ringsted;581;646;627;662;629;599;652;637;564;493;485;304;299;270
Other kinds of theft;Slagelse;1420;1694;1570;1704;1936;1800;1690;1572;1425;1449;1288;884;811;1239
Other kinds of theft;Sorø;386;434;452;509;547;518;496;485;438;537;490;206;208;181
Other kinds of theft;Stevns;131;222;189;256;188;218;230;200;174;159;163;89;83;95
Other kinds of theft;Vordingborg;666;842;750;734;834;711;702;725;609;554;546;320;306;231
Other kinds of theft;Assens;411;593;605;600;615;580;622;501;339;324;309;239;281;388
Other kinds of theft;Faaborg-Midtfyn;362;550;624;661;740;673;563;593;435;349;421;293;271;261
Other kinds of theft;Kerteminde;243;252;292;308;278;318;315;273;258;188;208;145;167;124
Other kinds of theft;Langeland;148;227;232;216;184;217;177;139;113;112;133;80;71;54
Other kinds of theft;Middelfart;560;651;594;692;704;602;567;538;391;380;391;322;347;289
Other kinds of theft;Nordfyns;259;354;378;386;410;376;278;283;217;187;192;231;160;211
Other kinds of theft;Nyborg;460;726;749;801;763;772;624;596;479;396;378;326;307;229
Other kinds of theft;Odense;4281;4362;4921;5324;5266;4945;5021;4285;3782;3063;2921;2273;2376;1951
Other kinds of theft;Svendborg;713;857;819;1045;989;868;874;695;599;509;646;461;388;319
Other kinds of theft;Ærø;34;40;32;32;36;39;41;38;24;19;36;33;17;24
Other kinds of theft;Billund;339;497;574;602;568;579;481;406;445;377;372;319;307;171
Other kinds of theft;Esbjerg;1697;2152;2042;2175;2244;1926;1864;1858;1350;1364;1299;1059;871;748
Other kinds of theft;Fanø;36;24;28;31;32;35;50;31;28;35;39;43;23;23
Other kinds of theft;Fredericia;1186;1476;1230;1417;1333;1204;1367;1077;1089;826;745;638;532;483
Other kinds of theft;Haderslev;1200;1345;1213;1112;1091;901;975;1016;679;688;663;472;380;272
Other kinds of theft;Kolding;1964;2194;2104;2039;2091;1818;1782;1761;1537;1302;1346;1062;877;606
Other kinds of theft;Sønderborg;1000;1358;1036;1081;1079;943;1004;973;648;763;641;482;417;333
Other kinds of theft;Tønder;666;650;649;601;659;612;627;618;416;364;351;270;291;187
Other kinds of theft;Varde;626;760;653;731;753;700;605;582;513;465;499;325;269;206
Other kinds of theft;Vejen;657;626;672;777;707;635;665;504;386;320;322;297;216;176
Other kinds of theft;Vejle;1864;2197;2176;2322;2306;2103;2141;1941;1608;1436;1298;1148;924;598
Other kinds of theft;Aabenraa;1035;1330;1190;1195;1209;1013;1020;1011;761;712;754;505;446;379
Other kinds of theft;Favrskov;362;563;471;537;524;587;547;453;431;499;446;275;193;181
Other kinds of theft;Hedensted;486;527;634;568;586;528;453;422;406;372;321;251;205;165
Other kinds of theft;Horsens;1460;1692;1790;1756;1677;1707;1489;1495;1162;1027;1124;798;645;464
Other kinds of theft;Norddjurs;529;628;568;587;559;530;480;441;387;690;289;234;195;222
Other kinds of theft;Odder;198;297;285;250;268;357;259;249;215;196;202;152;120;90
Other kinds of theft;Randers;1712;1910;1953;1788;1884;1782;1843;1669;1457;1269;1234;867;741;659
Other kinds of theft;Samsø;66;63;45;64;42;58;40;48;38;35;24;18;20;17
Other kinds of theft;Silkeborg;1247;1469;1185;1306;1329;1364;1102;1014;893;785;730;595;457;442
Other kinds of theft;Skanderborg;762;913;998;1031;1164;1213;1114;1221;1003;726;750;435;367;226
Other kinds of theft;Syddjurs;473;569;570;562;627;640;620;578;448;404;417;271;236;243
Other kinds of theft;Aarhus;8172;8478;8273;8822;9591;11515;10618;9031;7270;7417;6271;4157;3761;3079
Other kinds of theft;Herning;1024;1253;1299;1297;1320;1123;1189;1021;862;924;804;766;586;488
Other kinds of theft;Holstebro;810;886;721;762;803;698;760;648;547;463;447;594;354;350
Other kinds of theft;Ikast-Brande;400;486;505;655;597;527;470;404;293;349;373;215;197;170
Other kinds of theft;Lemvig;201;230;154;197;174;153;114;110;112;101;106;69;53;71
Other kinds of theft;Ringkøbing-Skjern;662;859;787;735;653;655;635;589;447;403;430;299;188;175
Other kinds of theft;Skive;549;656;729;712;709;621;658;535;442;399;396;296;252;200
Other kinds of theft;Struer;202;311;252;223;216;219;213;214;144;167;145;93;92;78
Other kinds of theft;Viborg;1116;1243;1181;1328;1244;1074;1114;1029;891;772;789;674;564;414
Other kinds of theft;Brønderslev;449;512;442;375;524;477;501;427;277;286;266;272;201;141
Other kinds of theft;Frederikshavn;850;986;971;880;984;883;916;755;673;609;611;423;386;274
Other kinds of theft;Hjørring;1114;1152;997;955;1136;917;962;776;696;613;590;442;384;273
Other kinds of theft;Jammerbugt;367;519;497;454;520;605;532;415;273;260;229;237;184;193
Other kinds of theft;Læsø;7;3;8;5;5;6;14;11;9;8;6;5;4;11
Other kinds of theft;Mariagerfjord;491;648;584;588;743;639;656;653;418;391;357;276;242;236
Other kinds of theft;Morsø;330;336;265;273;275;288;293;205;220;235;157;85;78;95
Other kinds of theft;Rebild;223;370;329;298;357;392;355;271;231;188;193;112;139;98
Other kinds of theft;Thisted;583;648;540;504;543;518;472;427;304;343;277;229;250;164
Other kinds of theft;Vesthimmerlands;426;636;599;520;620;564;588;584;376;278;306;213;175;169
Other kinds of theft;Aalborg;3562;4123;3981;3999;5476;5196;5461;4028;3068;2731;2708;2107;1873;1376
Other kinds of theft;Unknown municipality;1893;1839;1540;1379;1311;1345;1611;1252;1210;1189;1266;1222;1148;553
Theft of/taking vehicle without the owners consent (TWOC);Copenhagen;2350;2371;2267;1955;1672;1292;1236;1334;1516;1432;1207;1075;908;811
Theft of/taking vehicle without the owners consent (TWOC);Frederiksberg;240;261;219;205;186;134;126;122;129;139;111;112;102;89
Theft of/taking vehicle without the owners consent (TWOC);Dragør;18;19;20;20;17;16;8;18;15;14;21;17;9;17
Theft of/taking vehicle without the owners consent (TWOC);Tårnby;141;143;190;132;124;106;115;116;109;177;100;82;83;57
Theft of/taking vehicle without the owners consent (TWOC);Albertslund;130;152;149;84;101;74;57;48;72;83;67;66;80;49
Theft of/taking vehicle without the owners consent (TWOC);Ballerup;167;167;218;158;143;77;113;113;117;90;80;98;76;65
Theft of/taking vehicle without the owners consent (TWOC);Brøndby;145;171;173;140;106;106;83;89;105;83;87;68;77;88
Theft of/taking vehicle without the owners consent (TWOC);Gentofte;138;188;163;142;122;128;150;114;86;107;106;115;146;112
Theft of/taking vehicle without the owners consent (TWOC);Gladsaxe;147;198;199;168;124;195;183;152;164;183;128;143;114;117
Theft of/taking vehicle without the owners consent (TWOC);Glostrup;93;126;124;83;73;66;61;70;68;59;61;47;56;47
Theft of/taking vehicle without the owners consent (TWOC);Herlev;118;120;138;127;98;103;103;62;106;117;71;66;59;53
Theft of/taking vehicle without the owners consent (TWOC);Hvidovre;286;276;285;224;216;191;171;156;136;125;147;130;92;99
Theft of/taking vehicle without the owners consent (TWOC);Høje-Taastrup;217;301;337;232;167;133;124;98;88;115;77;68;97;68
Theft of/taking vehicle without the owners consent (TWOC);Ishøj;168;155;126;125;83;61;57;45;68;55;34;44;55;48
